name,no_of_settled_bet,market_dict,league_dict,most_frequent_market,market_amount,market %,most_frequent_league,league_amount,league %
N6464N,350,"{'Asian Handicap': 333, 'Asian Over/Under': 11, 'Asian Handicap - Half Time': 6}","{'U19 European Championship': 3, 'Club Friendly Games': 32, 'Colombia Primera A': 4, 'Ykkosliiga': 5, 'Olympic Tournament (Women)': 3, 'UEFA Europa Conference League, Qualification': 8, 'Egypt Premier League': 1, 'Premier League': 1, 'Allsvenskan': 1, 'Fortuna Liga': 3, 'Leagues Cup': 1, 'Ekstraklasa': 1, 'FFA Cup': 9, 'Argentina Primera B Nacional': 7, 'Azerbaijan Premier League': 3, 'Kazakhstan Premier League': 1, 'Bolivian Primera Division': 7, 'NPL Queensland': 2, 'Thai League': 8, 'Indonesia Liga 1': 10, 'Peru Liga 1': 7, 'Liga I': 2, 'Meistriliiga': 5, 'Ecuador Primera A': 4, 'Scottish league cup': 2, 'Qatar Stars League': 10, 'TFF 1. Lig': 1, 'Conference National': 2, 'Venezuela Primera Division': 4, 'Saudi Professional League': 5, 'Croatia 1. HNL': 2, 'Ligat Ha Al': 2, 'K-League (Second League)': 5, 'Paraguay Primera Division': 16, 'Bundesliga (Women)': 11, 'Serie C Girone B': 1, 'International Friendly Games': 14, 'U21 European Championship, Qualification': 12, 'Serie C Girone C': 1, 'Qatar Stars Cup': 6, 'UAE League Cup': 3, 'UEFA Champions League (Women)': 19, 'NWSL': 6, 'Primera Division Femenina': 6, 'CONCACAF Nations League': 15, 'AFC Nations Cup, Qualification': 3, 'Africa Cup of Nations, Qualification': 5, 'J.League 3': 1, 'Football League Trophy': 4, 'AFC Champions League Elite': 7, 'AFC Champions League Two': 27, 'V-League': 1, 'Campeonato Uruguayo': 1, ""King's Cup"": 4, 'UEFA Champions League, Women Qualification': 3, 'UAE Arabian Gulf League': 2, 'Serie B': 1, 'PrvaLiga Telekom': 2, 'ADEG Erste Liga': 1, 'AFF Suzuki Cup, Qualification Round': 1, 'Premier League Cup (U21)': 3, ""Women's Super League"": 2, 'International Friendly Games (Women)': 4, 'UEFA Womens Euro, Qualification': 4, 'Poland Cup': 1, 'Greece Cup': 1, 'Estonia Cup': 1}",Asian Handicap,333.0,95.14,Club Friendly Games,32.0,9.14
Nike69,30,"{'Asian Over/Under - Corners': 1, 'Asian Over/Under': 4, 'Asian Handicap': 12, 'Asian Handicap - Corners - Half Time': 2, 'Match Odds': 4, 'Asian Over/Under - Half Time': 1, 'Asian Handicap - Half Time': 3, 'Match Odds - Half Time': 2, 'Asian Handicap - Corners': 1}","{'Serie A': 1, 'Superettan': 1, 'Coupe de France': 1, 'J.League': 1, 'Greece Super League': 2, 'Eredivisie': 3, 'Hyundai A-League': 1, 'UEFA Womens Euro, Qualification': 3, 'International Friendly Games (Women)': 1, 'Kazakhstan Premier League': 1, 'Serie B': 1, 'Spain Rfef Primera - Group 2': 1, 'Colombia Primera A': 1, 'Russia Premier League': 1, 'Eerste Divisie': 1, 'Estonia Cup': 1, 'England Championship': 1, 'UEFA Europa Conference League': 1, '2. Bundesliga': 1, 'NPL Queensland': 1, 'Ykkosliiga': 1, 'Primera Division Femenina': 1, 'Brasilero Serie A': 1, 'Gambrinus Liga': 2}",Asian Handicap,12.0,40.0,Eredivisie,3.0,10.0
Nn6464a,399,"{'Asian Handicap': 337, 'Asian Over/Under': 41, 'Asian Over/Under - Bookings': 7, 'Asian Handicap - Half Time': 12, 'Asian Handicap - Bookings': 2}","{'Indonesia Liga 1': 7, 'CONCACAF Gold Cup (Women)': 1, 'Qatar Stars League': 7, 'Peru Liga 1': 7, 'Copa Sudamericana': 3, 'New South Wales (Premier League)': 10, 'Indian Super League': 5, 'Saudi Professional League': 8, 'Azerbaijan Premier League': 4, 'Ykkosliigacup': 2, 'Bolivian Primera Division': 3, 'Victorian (Premier League)': 3, 'Cyprus 1st Division': 13, 'Serie C Girone C': 4, 'England Premier League': 1, 'Bulgaria Premier League': 3, 'Conference National': 14, 'UAE Arabian Gulf League': 7, 'Nabisco Cup': 5, 'Liga de Expansion': 1, 'NPL Queensland': 19, 'Bundesliga (Women)': 6, 'Club Friendly Games': 37, 'Premier League 2 (Division 1)': 2, 'Ecuador Primera A': 3, ""Women's Super League"": 2, 'International Friendly Games': 10, 'Campeonato Uruguayo': 1, 'Primera Division Femenina': 7, 'World Cup Qualification, AFC': 9, 'UEFA Nations League': 1, 'U21 European Championship, Qualification': 3, 'UEFA Champions League (Women)': 1, 'Belgium Challenger Pro League': 4, 'League Cup': 1, 'Copa de Primera': 5, 'Estonia Cup': 1, 'UEFA Womens Euro, Qualification': 44, 'International Friendly Games (Women)': 5, 'Allsvenskan': 3, 'Superettan': 6, 'Serie C Girone A': 1, 'Spain Rfef Primera - Group 2': 1, 'Colombia Primera A': 2, 'Serie C Girone B': 1, 'Korea FA Cup': 5, 'Ykkosliiga': 13, 'Veikkausliiga': 5, 'Cup Men': 3, 'Copa Libertadores': 2, 'Super Lig': 4, 'Thai League': 2, 'ADEG Erste Liga': 1, ""King's Cup"": 1, 'Chinese Super League': 1, 'TFF 1. Lig': 2, 'Lega Pro Prima Divisione Playoff': 2, 'Suomen Cup': 5, 'Kazakhstan Cup': 1, 'Spain Rfef Primera - Group 1': 1, 'First Division A': 6, 'Eredivisie': 1, 'Argentina Primera B Nacional': 9, 'Ukraine Premier League': 1, 'World Cup Qualification, CONCACAF': 4, 'World Cup Qualification, CAF': 1, 'U21 Friendly Games': 2, 'Adeccoligaen': 1, 'UEFA European Championship': 9, 'Egypt Premier League': 3, 'Meistriliiga': 3, 'Urvalsdeild': 3, 'Premier League': 2, ""Colombia Women's League"": 1, 'UEFA Europa Conference League, Qualification': 13, 'UEFA Champions League, Qualification': 2, 'Copa Argentina': 1, 'U19 European Championship': 3, 'J.League 3': 2, 'K-League (Second League)': 1}",Asian Handicap,337.0,84.46,"UEFA Womens Euro, Qualification",44.0,11.03
NwA004,114,"{'Asian Handicap': 98, 'Asian Over/Under': 16}","{'England Championship': 4, 'tipp3-Bundesliga': 2, 'Eerste Divisie': 2, 'Primeira Liga': 2, 'Primera Division': 8, '2. Bundesliga': 4, 'England Premier League': 7, 'Bundesliga': 8, 'Ligue 1': 11, 'Eredivisie': 5, 'Danish Superliga': 4, 'Premier League': 1, 'K-League Classic (First League)': 2, 'Superettan': 8, 'Greece Super League': 1, 'Serie A': 9, 'First Division A': 4, 'Allsvenskan': 9, 'Russia Premier League': 3, 'Segunda Division': 2, 'Major League Soccer': 3, 'Scotland Premier League': 1, 'Eliteserien': 6, 'UEFA Europa Conference League': 1, 'Super Lig': 1, 'Serie B': 1, 'Coppa Italia': 1, 'Copa Sudamericana': 2, 'Adeccoligaen': 1, 'Colombia Primera A': 1}",Asian Handicap,98.0,85.96,Ligue 1,11.0,9.65
OPSTest,1,{'Total Goals': 1},{'UEFA Nations League': 1},Total Goals,1.0,100.0,UEFA Nations League,1.0,100.0
P277,36,"{'Asian Handicap': 14, 'Asian Over/Under': 22}","{'UEFA Nations League': 4, 'Africa Cup of Nations, Qualification': 5, 'Eerste Divisie': 5, 'Ekstraklasa': 1, 'Russia Premier League': 3, 'Segunda Division': 6, 'tipp3-Bundesliga': 4, 'Serie B': 2, 'Allsvenskan': 1, 'Eliteserien': 1, 'Ligue 1': 4}",Asian Over/Under,22.0,61.11,Segunda Division,6.0,16.67
PauJospox,2,{'Match Odds - Exchange': 2},{'Serie A': 2},Match Odds - Exchange,2.0,100.0,Serie A,2.0,100.0
Plants66,1,{'Asian Handicap': 1},{'La Liga Profesional': 1},Asian Handicap,1.0,100.0,La Liga Profesional,1.0,100.0
PlayStation5,119,"{'Asian Over/Under - Bookings': 37, 'Asian Over/Under - Corners': 15, 'Asian Handicap': 7, 'Asian Over/Under': 18, 'Match 1X2': 2, 'Asian Handicap - Corners': 29, 'Asian Handicap - Bookings': 11}","{'Primera Division': 19, 'UEFA Europa League': 6, 'Challenge League': 1, 'Bundesliga': 8, '2. Bundesliga': 1, 'tipp3-Bundesliga': 1, 'England Premier League': 20, 'Serie A': 19, 'Danish Superliga': 1, 'Super Lig': 1, 'Ligue 1': 2, 'Brasilero Serie A': 1, 'Serie B': 2, 'Allsvenskan': 1, 'UEFA Champions League': 13, 'UEFA Nations League': 7, 'Greece Super League': 1, 'League One': 2, 'Ekstraklasa': 2, 'Premier League': 1, 'Adeccoligaen': 2, 'Argentina Primera B Nacional': 2, 'Axpo Super League': 2, 'NM Men Cupen': 1, 'EFL Cup': 2, 'Copa Libertadores': 1}",Asian Over/Under - Bookings,37.0,31.09,England Premier League,20.0,16.81
Poppy78,88,"{'Asian Over/Under': 25, 'Match Odds - Half Time': 10, 'Asian Handicap': 35, 'Asian Handicap - Half Time': 5, 'Match Odds': 3, 'Asian Handicap - Corners': 1, 'Asian Over/Under - Half Time': 5, 'Asian Over/Under - Corners - Half Time': 2, 'Asian Over/Under - Corners': 1, 'Asian Handicap - Corners - Half Time': 1}","{'Conference National': 1, 'K-League Classic (First League)': 3, 'Copa Libertadores': 3, 'Presidents Cup': 1, 'Russian Cup': 1, 'Bulgaria Premier League': 1, 'Axpo Super League': 1, 'Challenge League': 1, 'UEFA Womens Euro, Qualification': 2, 'Victorian (Premier League)': 1, 'Scotland Premier League': 2, 'Major League Soccer': 3, 'Spain Rfef Primera - Group 2': 1, 'Bolivian Primera Division': 1, 'Ukraine Premier League': 1, 'La Liga Profesional': 1, 'Chinese Super League': 3, 'Uruguay Cup': 1, 'Colombia Cup': 2, 'UAE Arabian Gulf League': 1, 'Liga de Expansion': 1, 'Belgium Challenger Pro League': 3, 'J.League': 3, 'Primera Division Femenina': 1, 'Brasilero Serie A': 2, 'Serie A': 5, 'Danish Superliga': 1, 'England Premier League': 2, 'Super Lig': 1, 'Eliteserien': 1, 'Suomen Cup': 1, 'Nabisco Cup': 1, 'Indonesia Liga 1': 2, 'Ekstraklasa': 2, 'Adeccoligaen': 1, 'Serie C Girone A': 1, 'Primera Division': 1, 'Egypt Premier League': 2, 'England Championship': 3, 'Liga de Honra': 1, 'Hyundai A-League': 1, 'NM Men Cupen': 2, 'CONCACAF Champions League': 1, 'UEFA Europa League': 1, 'Eredivisie': 2, 'Eerste Divisie': 1, 'First Division A': 1, 'Primeira Liga': 3, 'Prince Cup': 2, 'Mexico Primera Division': 1, 'Serie B': 1, 'Liga I': 1, '3.Liga': 1, 'Bundesliga': 1, 'Saudi Professional League': 1, 'Peru Liga 1': 1, 'Serbia Super Liga': 1}",Asian Handicap,35.0,39.77,Serie A,5.0,5.68
Port1999,374,"{'Asian Handicap': 139, 'Asian Over/Under': 108, 'Match Odds': 14, 'Match Odds - Half Time': 2, 'Asian Handicap - Half Time': 8, 'Asian Over/Under - Half Time': 19, 'Both Teams To Score And Over/Under 2.5': 2, 'Match Odds And Both Teams To Score': 2, 'Both Teams To Score And One Team To Score Twice Or More': 1, 'Home win to Nil': 2, 'Team B To Score': 1, 'Team B To Score Exact Goals': 1, 'Asian Over/Under - Bookings': 21, 'Asian Over/Under - Corners': 20, 'Total Goals': 11, 'Asian Handicap - Bookings': 4, 'Asian Handicap - After Penalties': 3, 'Asian Handicap - Extra Time': 3, 'Asian Over/Under - Extra Time': 2, 'Asian Handicap - Corners': 8, 'Asian Over/Under - Half Time - Bookings': 1, 'Both Team To Score': 2}","{'Bundesliga': 14, 'Primera Division': 24, 'England Premier League': 22, 'Eerste Divisie': 7, 'Club Friendly Games': 2, 'Ligue 1': 6, 'Liga de Honra': 4, 'England Championship': 4, 'UEFA Europa Conference League': 5, 'UEFA Champions League': 5, 'Segunda Division': 6, 'Primeira Liga': 10, 'EFL Cup': 1, 'Serie A': 16, 'Scotland Premier League': 1, 'Turkey Cup': 2, 'Major League Soccer': 2, '2. Bundesliga': 3, 'Super Lig': 4, 'UEFA Europa League': 17, 'FA Cup': 1, 'International Friendly Games': 3, 'World Cup Qualification, AFC': 3, 'Russia Premier League': 29, 'Russian Cup': 10, 'Eliteserien': 3, 'NB I': 1, 'Bolivian Primera Division': 4, 'V-League': 2, 'First Division A': 4, 'K-League Classic (First League)': 2, 'Brasilero Serie D': 2, 'Premier League, Relegation/Promotion': 1, 'UEFA Womens Euro, Qualification': 1, 'UEFA European Championship': 63, 'CONMEBOL Copa America': 12, 'Brasilero Serie A': 7, 'Emperor Cup': 1, 'UEFA Europa Conference League, Qualification': 12, 'UEFA Europa League, Qualification': 5, 'Chile Cup': 1, 'UEFA Champions League, Qualification': 3, 'Olympic Tournament, Men': 9, 'Copa do Brasil': 2, 'Olympic Tournament (Women)': 2, 'La Liga Profesional': 2, 'Colombia Primera A': 1, 'DFB Pokal': 6, 'Bulgaria Premier League': 1, 'Brasilero Serie B': 2, 'Veikkausliiga': 1, 'Danish Superliga': 6, 'Saudi Professional League': 1, 'Qatar Stars League': 2, 'Allsvenskan': 2, 'Ecuador Primera A': 1, 'Peru Liga 1': 1, 'Premier League': 1, 'Croatia 1. HNL': 1, 'U21 European Championship, Qualification': 1, 'UEFA Nations League': 4, 'tipp3-Bundesliga': 1, 'Greece Super League': 1, 'Adeccoligaen': 1}",Asian Handicap,139.0,37.17,UEFA European Championship,63.0,16.84
QQ8901,102,"{'Asian Over/Under': 41, 'Asian Handicap': 43, 'Asian Handicap - Half Time': 2, 'Asian Over/Under - Half Time': 5, 'Asian Handicap - Half Time - Corners': 3, 'Asian Over/Under - Half Time - Corners': 2, 'Match 1X2 - Half Time': 1, 'Asian Handicap - Corners': 3, 'Match 1X2': 2}","{'U21 European Championship, Qualification': 2, 'CONCACAF Nations League': 2, 'Paraguay Primera Division': 2, 'UEFA Champions League (Women)': 3, 'Paraguay Cup': 1, 'Brasilero Serie B': 4, 'Presidents Cup': 1, 'Peru Liga 1': 3, 'Brasilero Serie A': 1, 'La Liga Profesional': 5, 'Ecuador Primera A': 3, 'Ligue 2': 1, 'First Division A': 3, 'Russia Premier League': 1, 'Saudi Professional League': 5, 'Indian Super League': 2, 'Liga I': 1, 'ADEG Erste Liga': 1, 'TFF 1. Lig': 1, 'League Two': 1, 'Ligue 1': 2, 'J.League': 1, 'Super Lig': 4, 'K-League Classic (First League)': 1, 'Qatar Stars League': 2, 'England Premier League': 7, 'Primera Division': 5, '3.Liga': 1, 'Eliteserien': 3, 'Ykkosliiga': 1, 'Bundesliga': 3, 'England Championship': 2, 'Serie B': 1, 'Cyprus 1st Division': 1, 'Segunda Division': 1, 'Greece Super League': 2, 'Axpo Super League': 1, 'Ligat Ha Al': 1, 'Taca de Portugal': 5, 'Ekstraklasa': 2, 'Primera Division Femenina': 1, 'Bulgaria Premier League': 1, 'Egypt Super Cup': 1, 'Argentina Primera B Nacional': 3, 'Liga de Expansion': 1, 'Thai League': 1, 'AFC Champions League Elite': 1, 'Allsvenskan': 1, 'Premier League Cup (U21)': 1, 'Adeccoligaen': 2}",Asian Handicap,43.0,42.16,England Premier League,7.0,6.86
QQ8902,78,"{'Asian Over/Under': 34, 'Asian Handicap': 33, 'Asian Over/Under - Half Time': 5, 'Asian Handicap - Half Time': 2, 'Asian Handicap - Half Time - Corners': 1, 'Asian Over/Under - Corners': 1, 'Match 1X2 - Half Time': 2}","{'UEFA Nations League': 2, 'CONCACAF Nations League': 1, 'International Friendly Games': 1, 'UEFA Champions League (Women)': 3, 'Paraguay Primera Division': 2, 'Liga de Expansion': 2, 'Presidents Cup': 1, 'Premier League Cup (U21)': 3, 'Peru Liga 1': 1, 'Brasilero Serie A': 1, '2. Bundesliga': 3, 'Chinese Super League': 1, 'Saudi Professional League': 2, 'Danish Superliga': 2, 'La Liga Profesional': 4, 'Liga MX': 2, 'J.League 2': 2, 'Ligue 2': 1, 'Serie B': 1, 'K-League Classic (First League)': 1, 'Ykkosliiga': 1, 'Primera Division': 2, 'League One': 1, 'England Premier League': 5, 'Bundesliga': 3, 'Qatar Stars League': 1, 'Urvalsdeild': 1, 'Serie A': 2, 'First Division A': 2, 'Taca de Portugal': 3, 'Unibet I liga': 1, 'Eredivisie': 1, 'Meistriliiga': 1, 'Ligue 1': 1, 'Viasat Sport Divisionen (1st Division)': 1, ""Women's Super League"": 1, 'England Championship': 1, 'Ekstraklasa': 2, 'PrvaLiga Telekom': 1, 'Ecuador Primera A': 1, 'Greece Super League': 1, 'Eliteserien': 1, 'Ligat Ha Al': 1, 'Super Lig': 1, 'Indian Super League': 1, 'Adeccoligaen': 2, 'AFC Champions League Elite': 1, 'Eerste Divisie': 1, 'Campeonato Uruguayo': 1}",Asian Over/Under,34.0,43.59,England Premier League,5.0,6.41
QQ8903,81,"{'Asian Handicap': 32, 'Asian Over/Under': 41, 'Asian Handicap - Half Time': 4, 'Asian Over/Under - Half Time': 2, 'Asian Over/Under - Half Time - Corners': 2}","{'Premier League Cup (U21)': 1, 'UEFA Nations League': 2, 'World Cup Qualification, CONMEBOL': 1, 'CONCACAF Nations League': 1, 'UEFA Champions League (Women)': 5, 'Brasilero Serie B': 3, 'Thai League': 3, 'Indian Super League': 2, 'League One': 2, 'Peru Liga 1': 2, 'J.League': 2, 'Chinese Super League': 1, 'Presidents Cup': 1, 'Ukraine Premier League': 1, 'Qatar Stars League': 2, 'Saudi Professional League': 1, 'Eerste Divisie': 1, 'Liga I': 2, 'Challenge League': 1, 'Bolivian Primera Division': 2, 'Premier League': 1, 'La Liga Profesional': 1, 'Ligue 2': 1, 'Hyundai A-League': 1, 'Taca de Portugal': 3, 'England Premier League': 3, 'Ykkosliiga': 1, 'Serie B': 3, 'Serie C Girone C': 1, 'Gambrinus Liga': 1, 'Serie A': 3, 'League Two': 1, 'Conference National': 1, 'tipp3-Bundesliga': 1, 'K-League (Second League)': 1, 'First Division A': 1, 'Ligue 1': 1, 'Ekstraklasa': 1, 'Spain Rfef Primera - Group 1': 1, 'Super Lig': 2, 'Unibet I liga': 1, ""Women's Super League"": 2, 'Primera Division': 5, 'Chile Primera Division': 1, 'Fortuna Liga': 1, 'Segunda Division': 1, 'Adeccoligaen': 2, 'AFC Champions League Elite': 1, 'Paraguay Primera Division': 1, 'UEFA Champions League': 1}",Asian Over/Under,41.0,50.62,UEFA Champions League (Women),5.0,6.17
Qaz321,15,"{'Asian Over/Under': 6, 'Asian Handicap - Half Time': 3, 'Asian Handicap': 2, 'Asian Over/Under - Half Time': 4}","{'Super Lig': 1, 'Premier League 2 (Division 1)': 1, 'Chinese Super League': 1, 'England Championship': 1, 'Bolivian Primera Division': 1, ""King's Cup"": 1, 'UEFA Europa League': 1, 'Brasileiro Feminino': 1, 'J.League': 1, 'Ligue 2': 1, 'Veikkausliiga': 1, 'Thai League': 1, '3.Liga': 1, 'Saudi Professional League': 1, 'Brasilero Serie A': 1}",Asian Over/Under,6.0,40.0,Super Lig,1.0,6.67
Qgsi0101,27,"{'Asian Handicap': 19, 'Asian Over/Under': 8}","{'Hyundai A-League': 6, 'England Championship': 1, 'Serie A': 2, 'FA Cup': 2, 'Spain Super Cup': 1, 'Primera Division': 1, 'Super Lig': 1, 'Conference National': 1, 'Eerste Divisie': 1, 'England Premier League': 1, 'Serie B': 1, 'Ligue 1': 2, 'UEFA Europa League': 3, 'AFC Champions League': 1, 'KNVB Beker': 1, 'Qatar Stars League': 1, 'Axpo Super League': 1}",Asian Handicap,19.0,70.37,Hyundai A-League,6.0,22.22
Qgsi0102,11,"{'Asian Over/Under': 5, 'Asian Handicap': 6}","{'Major League Soccer': 2, '2. Bundesliga': 1, 'ADEG Erste Liga': 1, 'Indian Super League': 1, 'Brasilero Serie A': 1, 'Viasat Sport Divisionen (1st Division)': 1, 'Thai League': 1, 'England Premier League': 2, 'Primeira Liga': 1}",Asian Handicap,6.0,54.55,Major League Soccer,2.0,18.18
Qo6ab,78,"{'Asian Over/Under - Half Time': 9, 'Asian Over/Under - Corners': 2, 'Asian Handicap - Half Time': 9, 'Asian Handicap': 22, 'Asian Over/Under': 22, 'Asian Over/Under - Corners - Half Time': 2, 'Match Odds - Half Time': 6, 'Asian Handicap - Corners - Half Time': 2, 'Match Odds': 4}","{'England Championship': 4, 'Hyundai A-League': 2, 'Superettan': 1, 'J.League 2': 3, 'Saudi Professional League': 2, 'Ukraine Cup': 1, 'Eredivisie': 2, 'UEFA Womens Euro, Qualification': 3, 'Mexico Primera Division': 1, 'Primeira Liga': 1, 'Bundesliga': 3, 'tipp3-Bundesliga': 1, 'Major League Soccer': 3, 'Kazakhstan Premier League': 1, 'Serie C Girone A': 1, 'Colombia Primera A': 1, 'Bolivian Primera Division': 1, 'Liga de Honra': 1, 'Chinese Super League': 2, 'UEFA Champions League': 2, 'Estonia Cup': 1, 'DBU Pokalen': 1, 'Serie A': 5, 'Serie B': 2, 'J.League': 2, 'Cup Men': 1, 'Premier League 2 (Division 1)': 2, '2. Bundesliga': 1, 'Campeonato Uruguayo': 1, 'Brasileiro Feminino': 1, 'Eliteserien': 2, 'Brasilero Serie A': 1, 'Thai League': 1, 'Allsvenskan': 2, 'Indonesia Liga 1': 1, 'Serbia Super Liga': 2, 'Copa do Brasil': 1, 'Viasat Sport Divisionen (1st Division)': 1, 'Primera Division': 1, '3.Liga': 1, 'Prince Cup': 1, 'Copa Sudamericana': 1, 'Suomen Cup': 1, 'UEFA Europa League': 1, 'Copa de Primera': 1, 'ADEG Erste Liga': 1, 'Argentina Primera B Nacional': 1, 'England Premier League': 1, 'Super Lig': 1, 'Urvalsdeild': 1, 'La Liga Profesional': 1, 'Primera Division Femenina': 1}",Asian Handicap,22.0,28.21,Serie A,5.0,6.41
Qpm268,13,"{'Asian Over/Under': 5, 'Match Odds': 2, 'Asian Handicap - Half Time': 1, 'Asian Handicap': 4, 'Asian Over/Under - Corners': 1}","{'Thai League': 1, 'Brasilero Serie A': 1, 'K-League Classic (First League)': 1, 'Ecuador Primera A': 1, 'Serie B': 1, 'UEFA Champions League': 1, 'Bulgarian Cup': 1, 'J.League 3': 1, 'Meistriliiga': 1, 'Challenge League': 1, 'Ligue 1': 1, 'England Championship': 1, 'Bundesliga': 1}",Asian Over/Under,5.0,38.46,Thai League,1.0,7.69
Qwe5588,486,"{'Asian Handicap': 364, 'Asian Over/Under': 112, 'Match Odds': 10}","{'Hyundai A-League': 55, 'Primera Division': 55, 'England Premier League': 37, 'Coppa Italia': 6, 'Serie A': 43, 'FA Cup': 26, 'Primeira Liga': 12, 'Super Lig': 21, 'Taca de Portugal': 2, 'Football League Trophy': 3, 'EFL Cup': 3, 'Spain Super Cup': 2, 'AFC Nations Cup': 8, 'Eredivisie': 17, 'Bundesliga': 56, 'Segunda Division': 1, 'Eerste Divisie': 3, 'Serie B': 8, 'Ligue 1': 24, 'England Championship': 10, 'Greece Cup': 1, 'Copa del Rey': 4, 'KNVB Beker': 4, 'Cofidis Cup': 2, 'Supercoppa': 6, '2. Bundesliga': 27, 'First Division A': 7, 'Axpo Super League': 6, 'DFB Pokal': 2, 'La Liga Profesional': 4, 'League Cup': 8, 'Africa Cup of Nations': 3, 'Ykkosliigacup': 1, 'Coupe de France': 2, 'UEFA Champions League': 1, 'Egypt Premier League': 1, 'REMES Puchar Polski': 2, 'Scotland Premier League': 1, 'J.League': 1, 'Major League Soccer': 3, 'UEFA Europa League': 1, 'Saudi Professional League': 1, 'Chinese Super League': 3, 'Danish Superliga': 1, 'AFC Champions League': 2}",Asian Handicap,364.0,74.9,Bundesliga,56.0,11.52
RBHQ1,1,{'Match Odds': 1},{'UEFA Champions League': 1},Match Odds,1.0,100.0,UEFA Champions League,1.0,100.0
Ram8tete1,7,"{'Asian Handicap - Half Time': 2, 'Asian Over/Under - Half Time': 1, 'Asian Over/Under': 2, 'Asian Handicap': 2}","{'Brasilero Serie B': 1, 'Peru Liga 1': 5, 'Saudi Professional League': 1}",Asian Handicap - Half Time,2.0,28.57,Peru Liga 1,5.0,71.43
Ram8tete2,2,"{'Asian Handicap': 1, 'Asian Over/Under - Half Time': 1}","{'UEFA Champions League': 1, 'AFC Champions League Two': 1}",Asian Handicap,1.0,50.0,UEFA Champions League,1.0,50.0
RedRed89,132,"{'Asian Handicap': 102, 'Asian Over/Under': 27, 'Match Odds': 3}","{'Serie A': 12, 'Primeira Liga': 5, 'Greece Super League': 4, 'Coppa Italia': 1, 'Super Lig': 12, 'England Championship': 4, 'Primera Division': 11, 'Serie B': 14, 'Bundesliga': 9, 'Ligue 2': 4, 'England Premier League': 6, '2. Bundesliga': 10, 'Segunda Division': 6, 'Eredivisie': 5, 'First Division A': 5, 'Scotland Premier League': 2, 'Ligue 1': 3, 'Eerste Divisie': 2, 'UEFA Europa Conference League': 1, 'UEFA Europa League': 1, 'FA Cup': 2, 'Major League Soccer': 2, 'Chile Primera Division': 1, 'Colombia Primera A': 1, 'Mexico Primera Division': 4, 'Hyundai A-League': 2, 'UEFA Champions League': 1, 'Allsvenskan': 1, 'Brasilero Serie A': 1}",Asian Handicap,102.0,77.27,Serie B,14.0,10.61
Rfv258,17,"{'Match Odds - Half Time': 1, 'Asian Over/Under - Half Time': 3, 'Asian Handicap': 7, 'Match Odds': 3, 'Asian Over/Under': 2, 'Asian Handicap - Half Time': 1}","{'Azerbaijan Premier League': 1, 'Primera Division': 1, 'Chinese Super League': 1, 'UEFA Champions League': 1, 'Meistriliiga': 1, 'NM Men Cupen': 1, 'Ecuador Primera A': 1, 'Viasat Sport Divisionen (1st Division)': 1, 'UEFA Europa League': 1, 'J.League 2': 1, 'Ligue 2': 1, 'Ligue 1': 1, 'Victorian (Premier League)': 1, '3.Liga': 2, 'Croatia 1. HNL': 1, 'England Premier League': 1}",Asian Handicap,7.0,41.18,3.Liga,2.0,11.76
